id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,origin,oven_temperature,preheating_time,salt_ratio,sugar_content,vanilla_extract,quality_class_binary
233,79.0,25.0,26.0,100.1,100.0,13,256.0,3.1,Lisboa,275.0,209.0,37.55,202.2,3.6,1
234,46.0,39.0,7.0,99.1,82.0,10,245.0,3.4,Lisboa,271.0,169.0,43.45,69.6,5.9,1
235,67.0,28.0,40.0,98.2,92.0,11,135.0,3.5,Porto,132.0,263.0,79.49,15.2,7.2,1
236,51.0,22.0,30.0,97.7,101.0,9,334.0,3.4,Lisboa,311.0,180.0,55.73,110.4,4.2,0
237,71.0,24.0,51.0,96.5,129.0,9,320.0,3.1,Lisboa,319.0,221.0,45.57,181.8,5.3,0
238,80.0,21.0,22.0,96.7,55.0,11,236.0,3.4,Lisboa,245.0,177.0,32.31,81.5,5.5,1
239,54.0,24.0,28.0,100.3,18.0,11,134.0,2.9,Lisboa,133.0,266.0,34.66,10.5,3.3,0
240,57.0,47.0,29.0,98.9,34.0,12,76.0,3.4,,74.0,251.0,76.2,42.1,6.9,1
241,50.0,21.0,35.0,100.4,104.0,9,269.0,3.2,Lisboa,274.0,192.0,34.75,84.9,5.0,1
242,55.0,25.0,35.0,100.9,98.0,10,411.0,3.5,Lisboa,398.0,208.0,55.77,68.3,6.3,1
243,54.0,38.0,27.0,99.7,26.0,10,324.0,3.2,Lisboa,315.0,197.0,48.02,69.0,3.8,0
244,41.0,38.0,1.0,97.0,34.0,10,76.0,3.3,Porto,77.0,237.0,89.14,18.2,5.5,1
245,67.0,26.0,28.0,101.4,49.0,13,228.0,3.3,Lisboa,226.0,176.0,44.02,22.7,4.1,1
246,53.0,24.0,32.0,97.7,37.0,11,217.0,2.9,Lisboa,215.0,289.0,29.14,104.7,4.1,0
247,42.0,27.0,42.0,98.3,24.0,12,59.0,3.3,Porto,69.0,267.0,72.22,60.6,6.4,1
248,45.0,27.0,36.0,96.3,82.0,11,300.0,3.2,Lisboa,288.0,239.0,34.66,70.3,5.4,1
249,61.0,30.0,54.0,98.7,54.0,10,132.0,3.2,Porto,132.0,315.0,74.99,32.5,8.8,1
250,41.0,19.0,23.0,99.3,63.0,9,220.0,3.0,Lisboa,202.0,201.0,120.11,54.7,5.6,1
251,51.0,20.0,23.0,97.6,152.0,10,353.0,3.2,Lisboa,354.0,196.0,34.02,51.1,7.2,0
252,51.0,20.0,77.0,99.5,138.0,9,237.0,3.0,Lisboa,229.0,205.0,170.1,15.9,5.1,0
253,44.0,18.0,36.0,101.7,84.0,12,216.0,3.2,Lisboa,213.0,203.0,37.82,14.3,6.6,1
254,41.0,26.0,18.0,98.2,125.0,10,357.0,3.1,Lisboa,343.0,207.0,43.69,71.1,4.7,1
255,62.0,29.0,32.0,99.2,82.0,12,288.0,3.4,Lisboa,286.0,199.0,43.6,85.3,3.6,1
256,65.0,22.0,55.0,98.4,60.0,12,222.0,3.2,Lisboa,211.0,294.0,45.64,11.6,2.7,1
257,66.0,39.0,25.0,100.8,34.0,10,192.0,3.0,Porto,184.0,289.0,105.61,20.1,8.8,0
258,49.0,19.0,28.0,104.6,81.0,11,247.0,3.4,Lisboa,253.0,222.0,28.41,16.1,5.5,1
259,72.0,19.0,41.0,100.0,100.0,12,206.0,3.3,Lisboa,211.0,184.0,28.33,27.5,4.4,1
260,69.0,39.0,18.0,95.6,20.0,10,96.0,3.2,Porto,96.0,270.0,78.3,21.2,5.0,1
261,80.0,43.0,35.0,97.9,34.0,10,182.0,3.3,Porto,182.0,283.0,89.6,25.8,6.6,0
262,54.0,21.0,37.0,100.5,82.0,12,267.0,3.3,Lisboa,252.0,195.0,28.24,21.4,3.6,1
263,63.0,21.0,36.0,101.4,92.0,12,207.0,3.2,Lisboa,196.0,194.0,38.03,19.5,4.2,1
264,69.0,23.0,47.0,98.8,101.0,12,231.0,3.0,Lisboa,215.0,242.0,39.12,75.0,3.2,1
265,54.0,30.0,67.0,97.2,22.0,9,74.0,3.1,Porto,76.0,375.0,94.68,23.2,5.0,0
266,44.0,21.0,33.0,96.8,72.0,12,191.0,3.1,Lisboa,195.0,194.0,36.29,11.7,7.5,1
267,75.0,42.0,2.0,100.1,28.0,9,75.0,3.2,Porto,79.0,231.0,73.42,13.5,11.4,0
268,67.0,34.0,22.0,97.4,36.0,9,123.0,3.1,Porto,123.0,305.0,69.7,110.8,6.8,1
269,43.0,19.0,33.0,98.1,43.0,10,216.0,3.4,Lisboa,215.0,202.0,46.18,73.2,4.3,1
270,57.0,27.0,45.0,98.9,32.0,11,228.0,2.9,Lisboa,234.0,296.0,43.32,16.0,4.5,0
271,57.0,30.0,13.0,101.1,32.0,10,150.0,3.3,Lisboa,146.0,169.0,41.41,13.8,5.5,0
272,49.0,24.0,51.0,102.5,20.0,11,76.0,3.0,Porto,69.0,311.0,58.97,26.6,7.3,1
273,51.0,24.0,29.0,100.7,84.0,11,201.0,3.3,Porto,198.0,194.0,11.55,24.1,3.8,1
274,60.0,23.0,44.0,,80.0,11,260.0,2.9,Lisboa,253.0,217.0,50.13,15.9,4.9,1
275,78.0,34.0,2.0,97.2,75.0,10,198.0,3.2,Lisboa,200.0,191.0,43.5,9.1,4.6,0
276,60.0,29.0,32.0,97.6,66.0,9,304.0,3.1,Lisboa,296.0,210.0,42.93,144.6,5.6,0
277,80.0,46.0,16.0,98.5,36.0,12,83.0,3.5,Porto,91.0,190.0,76.02,50.5,6.1,1
278,68.0,27.0,16.0,96.2,30.0,11,199.0,3.5,Lisboa,195.0,144.0,48.79,14.5,4.4,1
279,57.0,55.0,12.0,96.0,24.0,10,97.0,3.3,Porto,85.0,230.0,135.84,21.7,6.8,1
280,67.0,19.0,38.0,100.0,105.0,9,278.0,3.1,,283.0,205.0,55.24,15.6,4.6,0
281,72.0,24.0,48.0,96.6,83.0,10,272.0,3.0,Lisboa,261.0,226.0,53.99,152.0,6.0,1
282,48.0,31.0,20.0,99.0,29.0,10,94.0,3.2,Porto,104.0,234.0,96.68,16.1,9.5,0
283,43.0,24.0,27.0,98.4,105.0,9,426.0,3.1,,433.0,250.0,46.94,173.0,5.8,1
284,77.0,22.0,44.0,100.2,84.0,13,220.0,3.2,Lisboa,223.0,184.0,24.27,17.2,4.3,1
285,46.0,48.0,3.0,99.4,64.0,9,182.0,3.3,Lisboa,190.0,157.0,43.78,27.0,3.7,0
286,52.0,19.0,34.0,96.8,36.0,10,179.0,2.8,Lisboa,187.0,252.0,22.32,10.2,3.7,0
287,62.0,43.0,2.0,99.7,20.0,10,107.0,3.7,Porto,96.0,227.0,95.98,23.7,8.0,0
288,63.0,17.0,33.0,96.3,42.0,10,145.0,3.4,,142.0,224.0,26.81,11.1,3.8,0
289,67.0,26.0,39.0,97.7,146.0,9,280.0,3.2,Lisboa,299.0,197.0,44.92,83.6,5.0,1
290,74.0,28.0,38.0,102.7,90.0,10,379.0,3.1,,372.0,199.0,42.43,47.8,4.9,1
291,74.0,38.0,28.0,96.2,84.0,10,214.0,3.0,Lisboa,227.0,262.0,32.39,118.6,4.1,1
292,49.0,34.0,20.0,100.3,20.0,10,230.0,3.1,Lisboa,238.0,203.0,50.36,8.9,4.2,1
293,46.0,33.0,30.0,101.1,58.0,9,246.0,3.3,Porto,238.0,269.0,91.39,27.1,6.0,0
294,70.0,41.0,47.0,100.1,78.0,9,285.0,3.3,Porto,276.0,253.0,124.61,60.4,11.7,0
295,67.0,24.0,57.0,95.8,131.0,9,292.0,3.1,Lisboa,324.0,237.0,41.45,76.8,3.8,0
296,50.0,28.0,46.0,101.7,28.0,12,82.0,3.2,Porto,78.0,279.0,56.27,18.2,5.5,0
297,60.0,22.0,47.0,99.3,28.0,9,159.0,3.0,Lisboa,158.0,261.0,56.65,10.0,4.9,1
298,43.0,27.0,51.0,98.7,40.0,9,151.0,3.2,Porto,161.0,304.0,155.52,27.8,6.3,0
299,40.0,19.0,39.0,99.2,82.0,13,196.0,2.9,Porto,214.0,249.0,50.44,9.1,4.3,1
300,66.0,25.0,70.0,100.9,28.0,11,81.0,3.2,Porto,91.0,387.0,95.9,25.6,7.6,1
301,77.0,51.0,5.0,100.1,21.0,11,78.0,3.5,Porto,71.0,200.0,68.71,19.9,7.1,1
302,79.0,21.0,30.0,96.1,81.0,11,247.0,3.3,Lisboa,245.0,165.0,50.08,10.8,4.5,0
303,50.0,27.0,43.0,98.2,66.0,10,263.0,3.1,,262.0,230.0,247.27,83.2,4.3,1
304,74.0,18.0,46.0,97.4,58.0,11,318.0,3.4,Lisboa,332.0,246.0,51.26,26.6,4.4,1
305,40.0,18.0,27.0,101.3,76.0,11,191.0,3.3,Lisboa,190.0,189.0,42.18,22.0,4.3,1
306,44.0,46.0,24.0,102.3,72.0,9,238.0,3.3,Porto,247.0,265.0,113.27,62.9,10.5,0
307,45.0,20.0,30.0,96.9,148.0,9,395.0,3.1,Lisboa,400.0,229.0,40.36,198.9,4.9,1
308,55.0,30.0,34.0,97.5,44.0,12,221.0,3.2,Lisboa,216.0,170.0,27.58,48.4,6.9,1
309,44.0,23.0,51.0,96.0,128.0,10,282.0,3.1,Lisboa,281.0,169.0,49.18,21.1,5.7,0
310,62.0,19.0,31.0,99.3,44.0,11,220.0,3.2,Lisboa,205.0,225.0,33.37,61.5,5.3,1
311,60.0,35.0,12.0,97.3,34.0,14,210.0,3.5,Lisboa,209.0,164.0,27.92,50.7,8.6,1
312,42.0,49.0,20.0,97.9,70.0,10,183.0,3.2,Porto,187.0,222.0,92.48,77.2,5.8,0
313,68.0,19.0,26.0,101.4,101.0,11,185.0,3.4,Lisboa,184.0,215.0,41.42,13.8,4.6,1
314,44.0,24.0,29.0,96.2,83.0,9,253.0,3.1,Lisboa,256.0,277.0,43.24,15.8,5.0,0
315,60.0,21.0,47.0,98.9,68.0,12,199.0,3.3,Lisboa,207.0,193.0,116.24,21.3,6.1,1
316,75.0,18.0,37.0,100.8,175.0,12,281.0,3.3,,280.0,189.0,37.87,17.5,8.8,1
317,46.0,31.0,16.0,98.9,52.0,13,253.0,3.3,Lisboa,253.0,175.0,29.65,65.4,4.7,1
318,51.0,29.0,26.0,101.5,64.0,13,205.0,3.2,Lisboa,191.0,227.0,33.39,43.8,5.8,1
319,56.0,23.0,48.0,99.5,22.0,11,70.0,3.2,Porto,80.0,301.0,71.47,18.4,10.8,1
320,43.0,23.0,30.0,97.6,127.0,13,306.0,3.4,Lisboa,319.0,144.0,32.96,45.2,3.0,1
321,74.0,41.0,50.0,99.1,94.0,9,343.0,2.9,,325.0,231.0,175.72,139.7,5.0,0
322,72.0,41.0,0.0,100.6,111.0,11,130.0,3.6,Porto,145.0,206.0,101.55,22.5,6.6,1
323,53.0,28.0,25.0,97.4,67.0,9,310.0,3.1,Lisboa,322.0,196.0,50.14,181.9,5.9,1
324,54.0,27.0,40.0,98.0,16.0,12,68.0,3.3,Porto,63.0,252.0,55.63,46.7,6.5,1
325,53.0,27.0,31.0,99.8,68.0,10,255.0,3.3,Lisboa,249.0,222.0,,19.9,4.9,1
326,75.0,28.0,36.0,101.1,73.0,10,258.0,3.1,Lisboa,277.0,189.0,63.16,61.6,4.8,1
327,50.0,22.0,35.0,102.1,100.0,11,234.0,2.8,Lisboa,225.0,214.0,28.59,68.9,5.5,1
328,77.0,19.0,28.0,99.1,54.0,11,219.0,3.4,Lisboa,220.0,144.0,30.68,29.4,3.3,1
329,57.0,25.0,28.0,96.9,83.0,13,187.0,3.3,Lisboa,209.0,172.0,25.75,39.0,5.9,1
330,46.0,36.0,4.0,96.6,26.0,9,78.0,3.4,Porto,74.0,199.0,69.92,21.8,6.4,1
331,54.0,73.0,34.0,98.1,74.0,10,292.0,3.1,Porto,278.0,297.0,82.03,19.5,4.7,0
332,75.0,23.0,52.0,96.8,131.0,9,331.0,3.2,Lisboa,329.0,215.0,42.45,63.5,4.9,1
333,67.0,26.0,48.0,,62.0,11,309.0,3.1,Lisboa,308.0,235.0,39.19,80.2,3.0,1
334,64.0,18.0,36.0,97.3,90.0,11,205.0,3.1,Lisboa,223.0,207.0,43.15,14.9,7.5,1
335,45.0,25.0,44.0,101.0,122.0,9,348.0,3.1,Lisboa,358.0,202.0,46.49,104.2,5.9,0
336,45.0,26.0,67.0,97.8,22.0,10,97.0,3.0,Porto,93.0,373.0,69.74,21.4,8.2,1
337,74.0,27.0,30.0,101.3,103.0,9,404.0,3.2,Lisboa,407.0,181.0,55.0,116.0,4.7,0
338,45.0,42.0,8.0,96.9,63.0,9,215.0,3.2,Porto,213.0,217.0,79.92,40.6,5.1,0
339,80.0,19.0,32.0,102.0,73.0,9,342.0,3.1,Lisboa,345.0,222.0,57.24,171.2,4.5,1
340,44.0,19.0,37.0,96.7,152.0,9,281.0,3.4,Lisboa,294.0,231.0,54.58,131.1,3.4,1
341,41.0,22.0,37.0,99.5,21.0,12,141.0,3.2,Lisboa,141.0,198.0,29.87,17.4,3.4,0
342,64.0,21.0,32.0,102.0,90.0,10,231.0,2.9,Lisboa,226.0,203.0,45.06,16.3,4.2,1
343,60.0,27.0,32.0,100.3,53.0,12,96.0,3.3,Porto,105.0,219.0,63.84,24.9,7.8,1
344,55.0,21.0,25.0,100.1,132.0,11,295.0,3.3,Lisboa,277.0,180.0,37.9,37.5,5.0,1
345,71.0,23.0,44.0,97.7,50.0,10,131.0,3.1,Porto,123.0,329.0,61.19,32.8,5.4,0
346,48.0,26.0,58.0,98.3,91.0,9,282.0,3.1,Lisboa,279.0,239.0,39.84,115.7,4.8,0
347,70.0,21.0,30.0,99.7,58.0,10,187.0,3.1,Lisboa,194.0,249.0,50.95,55.9,4.1,0
348,50.0,31.0,32.0,101.1,48.0,12,268.0,3.2,Lisboa,267.0,196.0,47.38,36.1,3.2,1
349,46.0,23.0,47.0,98.9,129.0,9,380.0,3.3,Lisboa,371.0,191.0,36.76,118.7,5.1,1
350,54.0,18.0,33.0,99.0,84.0,12,221.0,3.3,Lisboa,224.0,200.0,40.18,42.4,4.3,1
351,69.0,38.0,29.0,101.0,28.0,10,216.0,3.2,Porto,208.0,212.0,91.33,22.3,11.7,1
352,54.0,26.0,37.0,97.5,81.0,13,198.0,3.1,Lisboa,180.0,195.0,41.9,26.4,3.7,1
353,55.0,35.0,0.0,98.0,40.0,12,101.0,3.6,,100.0,173.0,65.54,22.9,5.9,1
354,51.0,56.0,25.0,98.8,34.0,10,196.0,3.5,Porto,190.0,272.0,85.99,26.7,5.3,0
355,48.0,22.0,24.0,102.5,47.0,9,191.0,3.1,Lisboa,192.0,207.0,54.1,141.8,5.2,0
356,68.0,23.0,30.0,96.8,80.0,10,300.0,3.2,Lisboa,282.0,215.0,48.41,92.0,5.2,1
357,41.0,22.0,28.0,95.3,77.0,9,213.0,3.0,Lisboa,227.0,153.0,30.76,115.2,5.0,1
358,68.0,43.0,10.0,99.8,44.0,10,100.0,3.3,Porto,110.0,265.0,88.14,28.8,5.5,0
359,45.0,42.0,39.0,98.8,40.0,10,124.0,3.3,Porto,132.0,244.0,85.7,20.0,5.4,0
360,66.0,21.0,24.0,96.4,67.0,11,322.0,3.0,Lisboa,322.0,205.0,41.6,12.0,3.5,0
361,70.0,39.0,26.0,100.2,73.0,10,235.0,3.2,Porto,243.0,236.0,76.25,19.8,5.2,0
362,65.0,26.0,38.0,97.8,123.0,10,360.0,3.3,Lisboa,368.0,194.0,41.7,73.1,4.2,0
363,59.0,22.0,37.0,97.9,94.0,11,278.0,3.2,Lisboa,282.0,207.0,33.75,94.3,3.6,1
364,77.0,35.0,23.0,95.8,36.0,9,232.0,3.2,Lisboa,238.0,215.0,49.73,12.0,5.0,0
365,40.0,27.0,36.0,96.6,74.0,13,212.0,3.1,Lisboa,218.0,195.0,34.67,8.1,4.9,1
366,53.0,25.0,16.0,95.7,140.0,9,370.0,3.1,Lisboa,371.0,205.0,34.15,66.2,3.9,1
367,47.0,25.0,31.0,99.9,85.0,12,190.0,3.1,Lisboa,191.0,197.0,36.46,29.5,5.3,1
368,56.0,42.0,18.0,100.7,20.0,11,84.0,3.3,Porto,70.0,260.0,78.26,29.3,5.7,0
369,77.0,28.0,51.0,98.5,68.0,10,261.0,3.0,Lisboa,259.0,199.0,49.89,103.5,4.1,0
370,50.0,21.0,48.0,96.0,26.0,12,81.0,3.4,Porto,76.0,209.0,39.37,17.5,5.6,1
371,80.0,35.0,36.0,97.5,16.0,11,67.0,3.3,Porto,72.0,269.0,79.69,16.5,8.4,1
372,65.0,23.0,66.0,96.2,20.0,10,61.0,3.2,Porto,65.0,216.0,339.32,36.5,11.0,1
373,65.0,40.0,22.0,99.9,59.0,10,220.0,3.3,Porto,207.0,238.0,74.96,21.2,4.7,0
374,61.0,32.0,67.0,97.6,30.0,10,107.0,3.2,Porto,87.0,355.0,111.28,31.5,8.0,1
375,58.0,18.0,30.0,99.0,40.0,11,158.0,3.4,Lisboa,166.0,199.0,31.84,16.2,4.7,1
376,56.0,24.0,30.0,98.3,68.0,13,226.0,3.0,Lisboa,242.0,242.0,25.06,8.0,3.4,1
377,66.0,21.0,81.0,99.3,151.0,9,203.0,2.9,,214.0,211.0,149.06,12.9,4.3,1
378,77.0,22.0,36.0,100.3,71.0,12,163.0,3.2,Lisboa,185.0,204.0,26.53,10.6,3.6,1
379,50.0,38.0,0.0,95.1,88.0,12,118.0,3.4,Porto,133.0,210.0,78.66,22.2,8.3,1
380,47.0,22.0,41.0,96.1,110.0,9,321.0,3.3,Lisboa,324.0,,47.84,172.3,4.0,0
381,47.0,43.0,2.0,101.4,26.0,9,86.0,3.5,Porto,87.0,213.0,63.37,20.5,6.8,1
382,67.0,55.0,0.0,96.4,28.0,11,90.0,3.6,Porto,75.0,192.0,52.49,16.3,6.2,1
383,55.0,25.0,41.0,94.6,121.0,11,275.0,3.1,Lisboa,275.0,176.0,49.55,109.4,6.1,1
384,75.0,25.0,24.0,99.8,60.0,9,360.0,2.9,Lisboa,374.0,255.0,45.08,178.0,6.7,0
385,59.0,19.0,26.0,98.5,117.0,10,309.0,3.1,Lisboa,291.0,190.0,40.31,17.2,4.4,1
386,48.0,29.0,31.0,100.5,90.0,12,251.0,3.3,,261.0,206.0,40.64,50.9,4.2,1
387,49.0,40.0,4.0,99.7,20.0,9,53.0,3.4,Porto,65.0,203.0,57.44,14.9,5.9,0
388,49.0,26.0,37.0,99.6,125.0,10,311.0,3.2,Lisboa,301.0,199.0,44.57,78.9,4.5,0
389,74.0,28.0,18.0,97.0,81.0,9,273.0,3.1,Lisboa,284.0,184.0,65.62,181.3,5.1,0
390,51.0,20.0,32.0,97.6,93.0,13,334.0,3.3,Lisboa,322.0,215.0,41.93,25.4,5.6,1
391,66.0,16.0,48.0,100.7,63.0,10,269.0,3.2,Lisboa,250.0,241.0,48.11,47.7,4.3,1
392,67.0,18.0,21.0,93.8,93.0,10,264.0,3.5,Lisboa,277.0,188.0,39.74,13.4,5.9,1
393,51.0,60.0,1.0,100.2,40.0,11,97.0,3.5,Porto,98.0,187.0,57.97,,4.6,1
394,46.0,23.0,45.0,103.3,73.0,10,324.0,3.3,Lisboa,325.0,247.0,43.64,89.5,4.9,1
395,46.0,18.0,39.0,99.0,84.0,10,202.0,3.4,Lisboa,194.0,179.0,31.21,10.9,5.7,1
396,42.0,30.0,47.0,97.8,34.0,14,83.0,3.3,Porto,86.0,282.0,52.2,25.0,7.9,1
397,62.0,25.0,32.0,100.0,18.0,12,230.0,3.2,Lisboa,229.0,223.0,48.57,12.0,3.2,1
398,57.0,40.0,0.0,100.5,28.0,9,67.0,3.5,Porto,77.0,200.0,60.29,19.0,6.4,0
399,73.0,19.0,40.0,101.0,105.0,9,270.0,3.3,Lisboa,284.0,203.0,46.43,142.6,8.3,1
400,79.0,32.0,18.0,97.4,66.0,9,357.0,3.6,Lisboa,361.0,185.0,103.17,77.9,7.0,0
401,56.0,44.0,57.0,100.2,73.0,12,230.0,3.2,Lisboa,231.0,191.0,38.49,13.8,4.5,1
402,43.0,21.0,37.0,96.7,86.0,12,342.0,3.4,Lisboa,348.0,194.0,35.7,16.9,7.4,1
403,40.0,22.0,41.0,97.5,32.0,9,83.0,3.3,Porto,87.0,226.0,56.04,16.1,9.5,1
404,60.0,54.0,13.0,99.8,18.0,12,87.0,3.5,Porto,70.0,251.0,89.6,34.0,5.2,0
405,77.0,20.0,34.0,98.2,42.0,10,236.0,3.5,Lisboa,236.0,171.0,46.08,24.9,5.0,1
406,69.0,20.0,25.0,99.1,93.0,10,312.0,3.2,Lisboa,317.0,225.0,38.81,90.9,4.8,1
407,48.0,19.0,32.0,96.1,202.0,10,429.0,3.0,Lisboa,423.0,243.0,38.17,118.5,5.4,1
408,79.0,34.0,20.0,94.6,36.0,10,91.0,3.4,Porto,88.0,199.0,77.85,16.6,6.5,1
409,78.0,24.0,42.0,97.9,72.0,12,250.0,3.1,Lisboa,245.0,242.0,34.64,15.9,4.9,1
410,45.0,43.0,0.0,92.7,24.0,13,73.0,3.5,,72.0,172.0,68.13,25.3,5.7,0
411,78.0,18.0,28.0,96.5,136.0,9,290.0,3.7,Lisboa,290.0,183.0,63.51,122.1,4.2,0
412,64.0,25.0,71.0,98.3,64.0,9,320.0,2.9,Lisboa,334.0,264.0,44.53,145.5,8.6,0
413,56.0,28.0,19.0,96.3,44.0,12,164.0,3.3,Lisboa,164.0,154.0,32.23,17.2,4.7,1
414,56.0,29.0,47.0,97.8,38.0,9,144.0,3.3,Porto,152.0,213.0,83.64,19.8,5.5,0
415,61.0,23.0,37.0,95.1,67.0,13,201.0,3.2,Lisboa,191.0,205.0,25.84,30.8,4.4,1
416,76.0,23.0,27.0,98.1,63.0,12,207.0,3.1,Lisboa,223.0,213.0,39.13,101.4,5.1,1
417,64.0,17.0,33.0,96.1,44.0,10,169.0,3.3,Lisboa,174.0,194.0,34.35,78.1,3.1,1
418,79.0,36.0,6.0,95.0,50.0,11,106.0,3.4,Porto,115.0,227.0,87.24,26.0,6.0,1
419,42.0,38.0,0.0,97.9,77.0,13,197.0,3.2,Lisboa,198.0,175.0,20.35,15.0,3.8,1
420,73.0,28.0,20.0,99.3,55.0,10,269.0,3.2,Lisboa,268.0,190.0,41.58,57.6,6.1,0
421,50.0,30.0,32.0,100.4,53.0,12,260.0,3.1,Lisboa,272.0,188.0,45.23,36.2,3.2,1
422,51.0,24.0,43.0,101.9,88.0,10,244.0,3.2,Lisboa,255.0,272.0,59.19,32.5,5.6,0
423,59.0,17.0,27.0,96.1,52.0,11,236.0,3.2,Lisboa,233.0,192.0,59.52,14.0,4.5,1
424,53.0,25.0,42.0,100.4,26.0,10,88.0,3.4,Porto,79.0,260.0,63.72,17.4,5.8,0
425,53.0,37.0,24.0,98.9,48.0,10,117.0,3.1,Porto,139.0,295.0,76.29,21.9,5.6,1
426,74.0,47.0,0.0,101.1,62.0,12,140.0,3.6,,130.0,187.0,73.26,28.0,6.0,1
427,50.0,28.0,25.0,96.2,36.0,13,158.0,2.9,Lisboa,157.0,184.0,30.08,31.1,6.8,1
428,76.0,28.0,31.0,98.6,71.0,12,320.0,3.0,Lisboa,319.0,239.0,41.58,46.5,7.4,1
429,80.0,24.0,28.0,98.8,99.0,9,303.0,3.2,Lisboa,318.0,192.0,38.19,51.1,6.9,1
430,78.0,44.0,40.0,102.5,22.0,10,69.0,3.2,Porto,75.0,301.0,52.03,,5.0,0
431,69.0,16.0,30.0,100.8,89.0,12,220.0,3.4,Lisboa,197.0,141.0,42.46,12.4,6.4,1
432,69.0,16.0,33.0,97.5,54.0,11,153.0,3.2,Lisboa,151.0,195.0,45.28,14.0,4.9,1
433,50.0,24.0,26.0,99.9,70.0,9,269.0,3.1,Lisboa,273.0,221.0,48.95,24.1,5.2,1
434,75.0,24.0,29.0,99.1,91.0,10,295.0,3.2,Lisboa,296.0,195.0,47.91,80.4,5.1,0
435,61.0,49.0,0.0,100.6,32.0,9,91.0,3.4,Porto,91.0,289.0,96.52,25.4,7.9,1
436,45.0,21.0,34.0,98.9,61.0,10,245.0,3.1,Lisboa,261.0,233.0,35.46,98.1,5.2,1
437,72.0,31.0,18.0,100.1,63.0,10,128.0,3.5,Porto,126.0,205.0,83.57,18.2,6.6,0
438,43.0,23.0,22.0,96.9,57.0,12,199.0,3.4,Lisboa,217.0,148.0,32.92,102.8,2.8,1
439,67.0,23.0,36.0,99.4,107.0,11,395.0,3.0,Lisboa,393.0,281.0,44.59,109.3,4.0,1
440,75.0,26.0,28.0,96.0,54.0,12,183.0,3.3,Lisboa,179.0,168.0,29.33,41.7,3.7,1
441,51.0,41.0,28.0,96.3,48.0,13,158.0,3.1,Lisboa,168.0,201.0,32.33,43.0,6.3,1
442,65.0,36.0,35.0,99.9,58.0,10,227.0,3.3,Porto,230.0,263.0,88.55,26.7,6.2,0
443,69.0,38.0,26.0,94.5,24.0,10,139.0,2.9,Porto,143.0,300.0,113.73,19.9,9.9,0
444,48.0,22.0,33.0,98.7,66.0,10,297.0,3.1,Lisboa,277.0,165.0,50.22,11.1,4.2,0
445,78.0,29.0,36.0,100.5,97.0,9,300.0,3.1,Lisboa,302.0,226.0,50.13,86.5,5.0,0
446,77.0,24.0,29.0,100.5,84.0,12,212.0,2.9,Lisboa,217.0,209.0,25.75,80.7,3.8,1
447,70.0,22.0,35.0,96.4,88.0,10,223.0,3.0,Lisboa,226.0,256.0,41.97,13.0,3.5,0
448,58.0,16.0,34.0,100.7,93.0,9,213.0,3.4,Lisboa,217.0,194.0,43.5,87.7,4.1,1
449,48.0,23.0,44.0,97.2,71.0,13,221.0,3.0,Lisboa,215.0,210.0,29.87,77.5,5.9,1
450,59.0,25.0,26.0,98.6,105.0,10,310.0,3.0,Lisboa,315.0,226.0,68.93,151.9,5.0,0
451,75.0,26.0,50.0,97.8,46.0,10,117.0,3.1,Porto,110.0,311.0,63.83,,4.9,1
452,67.0,26.0,17.0,96.2,64.0,9,296.0,2.9,Lisboa,296.0,209.0,90.41,62.1,4.9,0
453,68.0,24.0,37.0,96.2,130.0,10,375.0,3.2,Lisboa,358.0,202.0,44.21,68.8,5.0,1
454,76.0,23.0,36.0,99.4,50.0,11,112.0,3.2,Porto,90.0,273.0,100.73,19.3,6.8,1
455,50.0,22.0,32.0,95.6,139.0,9,316.0,3.3,Lisboa,321.0,186.0,30.32,153.1,6.2,0
456,64.0,34.0,34.0,99.4,73.0,10,320.0,3.3,,309.0,204.0,43.74,89.3,5.9,0
457,54.0,27.0,36.0,98.0,143.0,10,327.0,3.2,Lisboa,308.0,193.0,44.05,81.1,5.1,0
458,67.0,30.0,56.0,99.2,54.0,10,121.0,3.0,Porto,112.0,346.0,98.21,15.1,7.5,1
459,44.0,19.0,51.0,102.6,34.0,11,154.0,3.0,,160.0,220.0,33.4,12.7,5.3,1
460,53.0,25.0,26.0,96.7,72.0,9,236.0,3.2,Lisboa,227.0,234.0,37.15,105.5,3.1,1
461,49.0,25.0,32.0,98.2,74.0,13,204.0,3.2,Lisboa,207.0,178.0,33.36,19.8,5.6,1
462,52.0,26.0,44.0,97.0,116.0,10,304.0,3.1,Lisboa,299.0,188.0,53.96,86.7,5.0,0
463,52.0,41.0,30.0,99.2,46.0,13,166.0,3.1,Lisboa,166.0,214.0,27.94,12.1,5.8,0
464,61.0,18.0,29.0,95.9,78.0,11,185.0,2.9,,186.0,219.0,44.94,26.2,4.7,1
465,50.0,27.0,25.0,99.5,145.0,9,371.0,3.0,Lisboa,363.0,225.0,46.91,157.5,6.7,0
466,71.0,45.0,30.0,101.1,55.0,10,196.0,3.3,Porto,184.0,298.0,85.82,24.9,6.4,0
467,54.0,40.0,34.0,97.1,59.0,9,226.0,3.3,Porto,229.0,248.0,74.38,19.9,5.2,0
